product;code;libelle
Cora Farine de blé complet T55 1 kg;01.1.1.2;Farine de céréales (ND)
Spar Farine de seigle T45 bio 500 g;01.1.1.2;Farine de céréales (ND)
Carrefour Farine d’épeautre complet T55 1 kg;01.1.1.2;Farine de céréales (ND)
Auchan Farine de blé T65 bio 500 g;01.1.1.2;Farine de céréales (ND)
Leclerc Farine de seigle complet T45 1 kg;01.1.1.2;Farine de céréales (ND)
Intermarché Farine d’épeautre bio T55 500 g;01.1.1.2;Farine de céréales (ND)
Lidl Farine de blé complet T65 1 kg;01.1.1.2;Farine de céréales (ND)
Monoprix Farine de seigle T55 500 g;01.1.1.2;Farine de céréales (ND)
Picard Farine d’épeautre complet bio T45 1 kg;01.1.1.2;Farine de céréales (ND)
Casino Farine de blé T55 bio 500 g;01.1.1.2;Farine de céréales (ND)
Cora Farine de blé complet T65 1 kg;01.1.1.2;Farine de céréales (ND)
Spar Farine de seigle bio T45 500 g;01.1.1.2;Farine de céréales (ND)
Carrefour Farine d’épeautre T55 1 kg;01.1.1.2;Farine de céréales (ND)
Auchan Farine de blé complet bio T55 500 g;01.1.1.2;Farine de céréales (ND)
Leclerc Farine de seigle T65 1 kg;01.1.1.2;Farine de céréales (ND)
Intermarché Farine d’épeautre T45 bio 500 g;01.1.1.2;Farine de céréales (ND)
Lidl Farine de blé T55 bio 1 kg;01.1.1.2;Farine de céréales (ND)
Monoprix Farine de seigle complet T55 500 g;01.1.1.2;Farine de céréales (ND)
Picard Farine d’épeautre T65 bio 1 kg;01.1.1.2;Farine de céréales (ND)
Casino Farine de blé complet T45 500 g;01.1.1.2;Farine de céréales (ND)
Cora Farine de blé T55 bio 1 kg;01.1.1.2;Farine de céréales (ND)
Spar Farine de seigle complet T65 500 g;01.1.1.2;Farine de céréales (ND)
Baguette tradition – Carrefour;01.1.1.3;Pain et produits de boulangerie (ND)
Pain complet – Intermarché;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de mie – Auchan;01.1.1.3;Pain et produits de boulangerie (ND)
Baguette aux céréales – Monoprix;01.1.1.3;Pain et produits de boulangerie (ND)
Pain aux noix – Leclerc;01.1.1.3;Pain et produits de boulangerie (ND)
Petit pain viennois – Franprix;01.1.1.3;Pain et produits de boulangerie (ND)
Croissant nature – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
Croissant au beurre – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
Pain au chocolat – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
Pain aux raisins – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
Brioche – Brioche Pasquier;01.1.1.3;Pain et produits de boulangerie (ND)
Brioche au sucre – Brioche Pasquier;01.1.1.3;Pain et produits de boulangerie (ND)
Pain brioché – Carrefour;01.1.1.3;Pain et produits de boulangerie (ND)
Pain d’épices – Lu;01.1.1.3;Pain et produits de boulangerie (ND)
Pain d’épices au miel – Lu;01.1.1.3;Pain et produits de boulangerie (ND)
Biscotte – LU Petit Beurre;01.1.1.3;Pain et produits de boulangerie (ND)
Biscotte complète – LU;01.1.1.3;Pain et produits de boulangerie (ND)
Crackers aux graines – Pretzel;01.1.1.3;Pain et produits de boulangerie (ND)
Crackers multi‑grains – Pretzel;01.1.1.3;Pain et produits de boulangerie (ND)
Crackers fromage – Pretzel;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuits cookies – Oreo (Mondelez);01.1.1.3;Pain et produits de boulangerie (ND)
Cookies aux pépites – Oreo;01.1.1.3;Pain et produits de boulangerie (ND)
Cookies chocolat blanc – Milka;01.1.1.3;Pain et produits de boulangerie (ND)
Gaufre Belga – Belgica (Lidl);01.1.1.3;Pain et produits de boulangerie (ND)
Gaufre sucrée – Belgica;01.1.1.3;Pain et produits de boulangerie (ND)
Gaufre nature – Auchan;01.1.1.3;Pain et produits de boulangerie (ND)
Crêpes au sucre – La Laitière;01.1.1.3;Pain et produits de boulangerie (ND)
Crêpes nature – La Laitière;01.1.1.3;Pain et produits de boulangerie (ND)
Crêpes fourrées – La Laitière;01.1.1.3;Pain et produits de boulangerie (ND)
Crumpet – Sainsbury’s (import);01.1.1.3;Pain et produits de boulangerie (ND)
Muffin aux myrtilles – Muffin Top;01.1.1.3;Pain et produits de boulangerie (ND)
Muffin chocolat – Muffin Top;01.1.1.3;Pain et produits de boulangerie (ND)
Muffin banane – Muffin Top;01.1.1.3;Pain et produits de boulangerie (ND)
Pain pita – Mission;01.1.1.3;Pain et produits de boulangerie (ND)
Tortilla blé – Old El Paso;01.1.1.3;Pain et produits de boulangerie (ND)
Tortilla maïs – Old El Paso;01.1.1.3;Pain et produits de boulangerie (ND)
Tortilla sans gluten – Mission;01.1.1.3;Pain et produits de boulangerie (ND)
Tortilla nature – La Tortilla;01.1.1.3;Pain et produits de boulangerie (ND)
Injera – Ethiopian Food Co.;01.1.1.3;Pain et produits de boulangerie (ND)
Pain à hamburger – Auchan;01.1.1.3;Pain et produits de boulangerie (ND)
Pain à hot‑dog – Intermarché;01.1.1.3;Pain et produits de boulangerie (ND)
Petit pain à burger – Monoprix;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de campagne – Le Pain Quotidien;01.1.1.3;Pain et produits de boulangerie (ND)
Pain aux olives – Le Pain Quotidien;01.1.1.3;Pain et produits de boulangerie (ND)
Pain aux herbes – Le Pain Quotidien;01.1.1.3;Pain et produits de boulangerie (ND)
Pain au levain – Le Pain Quotidien;01.1.1.3;Pain et produits de boulangerie (ND)
Pain complet bio – Carrefour Bio;01.1.1.3;Pain et produits de boulangerie (ND)
Pain aux graines – Carrefour Bio;01.1.1.3;Pain et produits de boulangerie (ND)
Pain sans gluten – Céréalbio;01.1.1.3;Pain et produits de boulangerie (ND)
Pain sans gluten – BioCoop;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de seigle – Panzani (pour pizza base);01.1.1.3;Pain et produits de boulangerie (ND)
Pâte à pizza nature – Panzani;01.1.1.3;Pain et produits de boulangerie (ND)
Pâte à pizza sans garniture – Panzani;01.1.1.3;Pain et produits de boulangerie (ND)
Pâte à pizza précuite – Panzani;01.1.1.3;Pain et produits de boulangerie (ND)
Baguette « Paris‑Brest » – Casino;01.1.1.3;Pain et produits de boulangerie (ND)
Baguette aux noix – Casino;01.1.1.3;Pain et produits de boulangerie (ND)
Pain viennois – Franprix;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de mie complet – Franprix;01.1.1.3;Pain et produits de boulangerie (ND)
Petit pain aux céréales – Carrefour;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de mie brioché – Intermarché;01.1.1.3;Pain et produits de boulangerie (ND)
Biscotte à la cannelle – LU;01.1.1.3;Pain et produits de boulangerie (ND)
Biscotte au chocolat – LU;01.1.1.3;Pain et produits de boulangerie (ND)
Crackers parmesan – Pretzel;01.1.1.3;Pain et produits de boulangerie (ND)
Crackers sésame – Pretzel;01.1.1.3;Pain et produits de boulangerie (ND)
Crackers multigrains – Pretzel;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuit sablé – LU Petit Beurre;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuit caramel – LU Petit Beurre;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuit citron – Lu;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuit amande – Lu;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuit noisette – Lu;01.1.1.3;Pain et produits de boulangerie (ND)
Biscuit beurre – Lu;01.1.1.3;Pain et produits de boulangerie (ND)
Cookie au caramel – Michel et Augustin;01.1.1.3;Pain et produits de boulangerie (ND)
Cookie aux flocons d’avoine – Michel et Augustin;01.1.1.3;Pain et produits de boulangerie (ND)
Cookie double chocolat – Michel et Augustin;01.1.1.3;Pain et produits de boulangerie (ND)
Gaufre à la vanille – Belgica;01.1.1.3;Pain et produits de boulangerie (ND)
Gaufre au chocolat – Belgica;01.1.1.3;Pain et produits de boulangerie (ND)
Gaufre aux fruits – Belgica;01.1.1.3;Pain et produits de boulangerie (ND)
Crêpe Suzette – La Laitière;01.1.1.3;Pain et produits de boulangerie (ND)
Crêpe caramel – La Laitière;01.1.1.3;Pain et produits de boulangerie (ND)
Crêpe chocolat – La Laitière;01.1.1.3;Pain et produits de boulangerie (ND)
Crumpet nature – Sainsbury’s;01.1.1.3;Pain et produits de boulangerie (ND)
Crumpet au miel – Sainsbury’s;01.1.1.3;Pain et produits de boulangerie (ND)
Muffin aux framboises – Muffin Top;01.1.1.3;Pain et produits de boulangerie (ND)
Muffin chocolat blanc – Muffin Top;01.1.1.3;Pain et produits de boulangerie (ND)
Muffin citron – Muffin Top;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de mie blanc – Intermarché;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de mie aux graines – Intermarché;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de mie complet – Leclerc;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de mie aux olives – Leclerc;01.1.1.3;Pain et produits de boulangerie (ND)
Pain de mie au fromage – Leclerc;01.1.1.3;Pain et produits de boulangerie (ND)
Baguette « Miche » – Monoprix;01.1.1.3;Pain et produits de boulangerie (ND)
Baguette « Tradition » – Monoprix;01.1.1.3;Pain et produits de boulangerie (ND)
Baguette « Grains » – Monoprix;01.1.1.3;Pain et produits de boulangerie (ND)
Baguette « Aux noix » – Monoprix;01.1.1.3;Pain et produits de boulangerie (ND)
Pain complet aux céréales – Carrefour;01.1.1.3;Pain et produits de boulangerie (ND)
Pain complet bio – Carrefour Bio;01.1.1.3;Pain et produits de boulangerie (ND)
Pain bio aux graines – Carrefour Bio;01.1.1.3;Pain et produits de boulangerie (ND)
Pain d’épices bio – Lu Bio;01.1.1.3;Pain et produits de boulangerie (ND)
Biscotte bio – Lu Bio;01.1.1.3;Pain et produits de boulangerie (ND)
100. Crackers bio – Pretzel Bio;01.1.1.3;Pain et produits de boulangerie (ND)
101. Cookies bio – Oreo (bio);01.1.1.3;Pain et produits de boulangerie (ND)
102. Cookie aux raisins secs – Oreo;01.1.1.3;Pain et produits de boulangerie (ND)
103. Cookie aux noisettes – Oreo;01.1.1.3;Pain et produits de boulangerie (ND)
104. Gaufre bio – Belgica Bio;01.1.1.3;Pain et produits de boulangerie (ND)
105. Gaufre sans sucre ajouté – Belgica Light;01.1.1.3;Pain et produits de boulangerie (ND)
106. Crêpe sans gluten – La Laitière Sans Gluten;01.1.1.3;Pain et produits de boulangerie (ND)
107. Crêpe sans sucre – La Laitière Light;01.1.1.3;Pain et produits de boulangerie (ND)
108. Croissant aux amandes – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
109. Croissant aux raisins – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
110. Croissant au chocolat – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
111. Croissant aux pistaches – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
112. Croissant à la fleur d’oranger – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
113. Pain au levain – Boulangerie Poilâne;01.1.1.3;Pain et produits de boulangerie (ND)
114. Pain au levain « Grand » – Boulangerie Poilâne;01.1.1.3;Pain et produits de boulangerie (ND)
115. Pain au levain « Petit » – Boulangerie Poilâne;01.1.1.3;Pain et produits de boulangerie (ND)
116. Pain aux noix et raisins – Boulangerie Poilâne;01.1.1.3;Pain et produits de boulangerie (ND)
117. Pain aux olives – Boulangerie Poilâne;01.1.1.3;Pain et produits de boulangerie (ND)
118. Baguette « Poilâne » – Boulangerie Poilâne;01.1.1.3;Pain et produits de boulangerie (ND)
119. Baguette « Poilâne » – Boulangerie Poilâne;01.1.1.3;Pain et produits de boulangerie (ND)
120. Pain de seigle – Baguette Tradition;01.1.1.3;Pain et produits de boulangerie (ND)
121. Pain de seigle aux graines – Baguette Tradition;01.1.1.3;Pain et produits de boulangerie (ND)
122. Pain à la courge – Lidl;01.1.1.3;Pain et produits de boulangerie (ND)
123. Pain à la betterave – Lidl;01.1.1.3;Pain et produits de boulangerie (ND)
124. Pain aux épinards – Lidl;01.1.1.3;Pain et produits de boulangerie (ND)
125. Pain aux tomates séchées – Lidl;01.1.1.3;Pain et produits de boulangerie (ND)
126. Pain à la mozzarella – Lidl;01.1.1.3;Pain et produits de boulangerie (ND)
127. Pain à la feta – Lidl;01.1.1.3;Pain et produits de boulangerie (ND)
128. Baguette au fromage – Carrefour;01.1.1.3;Pain et produits de boulangerie (ND)
129. Baguette à l’ail – Carrefour;01.1.1.3;Pain et produits de boulangerie (ND)
130. Baguette aux herbes de Provence – Carrefour;01.1.1.3;Pain et produits de boulangerie (ND)
131. Baguette aux olives – Carrefour;01.1.1.3;Pain et produits de boulangerie (ND)
132. Baguette aux tomates – Carrefour;01.1.1.3;Pain et produits de boulangerie (ND)
133. Croissant au citron – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
134. Croissant à la pistache – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
135. Croissant au caramel – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
136. Croissant aux fruits rouges – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
137. Croissant à la vanille – Paul;01.1.1.3;Pain et produits de boulangerie (ND)
138. Brioche à la cannelle – Brioche Pasquier;01.1.1.3;Pain et produits de boulangerie (ND)
139. Brioche à la vanille – Brioche Pasquier;01.1.1.3;Pain et produits de boulangerie (ND)
140. Brioche au chocolat – Brioche Pasquier;01.1.1.3;Pain et produits de boulangerie (ND)
141. Brioche au citron – Brioche Pasquier;01.1.1.3;Pain et produits de boulangerie (ND)
142. Pain d’épices à la réglisse – Lu;01.1.1.3;Pain et produits de boulangerie (ND)
143. Pain d’épices à l’orange – Lu;01.1.1.3;Pain et produits de boulangerie (ND)
144. Pain d’épices à la vanille – Lu;01.1.1.3;Pain et produits de boulangerie (ND)
145. Pain d’épices à la fleur d’oranger – Lu;01.1.1.3;Pain et produits de boulangerie (ND)
146. Pain d’épices aux amandes – Lu;01.1.1.3;Pain et produits de boulangerie (ND)
147. Biscotte au miel – LU Petit Beurre;01.1.1.3;Pain et produits de boulangerie (ND)
148. Biscotte au cacao – LU Petit Beurre;01.1.1.3;Pain et produits de boulangerie (ND)
149. Biscotte à la pistache – LU Petit Beurre;01.1.1.3;Pain et produits de boulangerie (ND)
150. Biscotte à la noisette – LU Petit Beuvre;01.1.1.3;Pain et produits de boulangerie (ND)
151. Crackers fromage & herbes – Pretzel;01.1.1.3;Pain et produits de boulangerie (ND)
152. Crackers sésame & miel – Pretzel;01.1.1.3;Pain et produits de boulangerie (ND)
153. Crackers paprika – Pretzel;01.1.1.3;Pain et produits de boulangerie (ND)
154. Crackers multi‑céréales – Pretzel;01.1.1.3;Pain et produits de boulangerie (ND)
155. Crackers aux olives – Pretzel;01.1.1.3;Pain et produits de boulangerie (ND)
156. Cookie à la menthe – Oreo;01.1.1.3;Pain et produits de boulangerie (ND)
157. Cookie double chocolat noir – Oreo;01.1.1.3;Pain et produits de boulangerie (ND)
158. Cookie caramel beurre salé – Oreo;01.1.1.3;Pain et produits de boulangerie (ND)
159. Cookie aux pépites de caramel – Oreo;01.1.1.3;Pain et produits de boulangerie (ND)
160. Cookie aux noix de pécan – Oreo;01.1.1.3;Pain et produits de boulangerie (ND)
161. Gaufre à la fraise – Belgica;01.1.1.3;Pain et produits de boulangerie (ND)
162. Gaufre à la banane – Belgica;01.1.1.3;Pain et produits de boulangerie (ND)
163. Gaufre à la noix de coco – Belgica;01.1.1.3;Pain et produits de boulangerie (ND)
164. Gaufre à la noisette – Belgica;01.1.1.3;Pain et produits de boulangerie (ND)
165. Gaufre aux fruits rouges – Belgica;01.1.1.3;Pain et produits de boulangerie (ND)
166. Crêpe au Nutella – La Laitière;01.1.1.3;Pain et produits de boulangerie (ND)
167. Crêpe à la confiture – La Laitière;01.1.1.3;Pain et produits de boulangerie (ND)
168. Crêpe à la compote – La Laitière;01.1.1.3;Pain et produits de boulangerie (ND)
169. Crêpe à la chantilly – La Laitière;01.1.1.3;Pain et produits de boulangerie (ND)
170. Crêpe à la pâte à tartiner – La Laitière;01.1.1.3;Pain et produits de boulangerie (ND)
171. Muffin aux pépites de chocolat – Muffin Top;01.1.1.3;Pain et produits de boulangerie (ND)
172. Muffin au citron & graines – Muffin Top;01.1.1.3;Pain et produits de boulangerie (ND)
173. Muffin à la banane & noix – Muffin Top;01.1.1.3;Pain et produits de boulangerie (ND)
174. Muffin aux myrtilles & citron – Muffin Top;01.1.1.3;Pain et produits de boulangerie (ND)
175. Muffin à la pomme & cannelle – Muffin Top;01.1.1.3;Pain et produits de boulangerie (ND)
176. Crumpet au fromage – Sainsbury’s;01.1.1.3;Pain et produits de boulangerie (ND)
177. Crumpet à la confiture – Sainsbury’s;01.1.1.3;Pain et produits de boulangerie (ND)
178. Crumpet à la pâte à tartiner – Sainsbury’s;01.1.1.3;Pain et produits de boulangerie (ND)
179. Crumpet au miel – Sainsbury’s;01.1.1.3;Pain et produits de boulangerie (ND)
180. Crumpet aux raisins – Sainsbury’s;01.1.1.3;Pain et produits de boulangerie (ND)
181. Pain à la focaccia – Carrefour;01.1.1.3;Pain et produits de boulangerie (ND)
182. Pain à la ciabatta – Intermarché;01.1.1.3;Pain et produits de boulangerie (ND)
183. Pain à la baguette italienne – Auchan;01.1.1.3;Pain et produits de boulangerie (ND)
184. Pain à la baguette française – Auchan;01.1.1.3;Pain et produits de boulangerie (ND)
185. Pain à la baguette complet – Auchan;01.1.1.3;Pain et produits de boulangerie (ND)
186. Pain à la baguette aux graines – Auchan;01.1.1.3;Pain et produits de boulangerie (ND)
187. Pain à la baguette sans sel – Auchan;01.1.1.3;Pain et produits de boulangerie (ND)
188. Pain à la baguette sans gluten – Auchan;01.1.1.3;Pain et produits de boulangerie (ND)
189. Pain à la baguette bio – Carrefour Bio;01.1.1.3;Pain et produits de boulangerie (ND)
190. Pain à la baguette aux céréales – Carrefour Bio;01.1.1.3;Pain et produits de boulangerie (ND)
191. Tortilla chips – Old El Paso;01.1.1.3;Pain et produits de boulangerie (ND)
192. Tortilla pita – Mission;01.1.1.3;Pain et produits de boulangerie (ND)
193. Tortilla à la farine complète – Mission;01.1.1.3;Pain et produits de boulangerie (ND)
194. Tortilla aux épices – Mission;01.1.1.3;Pain et produits de boulangerie (ND)
195. Tortilla sans gluten – Mission;01.1.1.3;Pain et produits de boulangerie (ND)
196. Injeré – Ethiopian Food Co. (format 500 g);01.1.1.3;Pain et produits de boulangerie (ND)
197. Pain à la viennoise – Le Pain Quotidien;01.1.1.3;Pain et produits de boulangerie (ND)
198. Pain à la brioche sucrée – Le Pain Quotidien;01.1.1.3;Pain et produits de boulangerie (ND)
199. Pain à la baguette au levain – Le Pain Quotidien;01.1.1.3;Pain et produits de boulangerie (ND)
200. Pain à la baguette rustique – Le Pain Quotidien;01.1.1.3;Pain et produits de boulangerie (ND)
Kellogg's Corn Flakes 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Nestlé Fitness 750g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Kellogg's Special K 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Nestlé Nesquik Céréales 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Kellogg's Coco Pops 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Kellogg's Frosties 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Kellogg's All-Bran 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Carrefour Céréales Muesli 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Auchan Flocons d'avoine 1kg;01.1.1.4;Céréales pour petit-déjeuner (ND)
Leclerc Granola aux noisettes 400g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Monoprix Muesli aux fruits secs 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Lidl Flocons de blé complet 800g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Intermarché Flocons de maïs soufflé 300g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Casino Céréales Rice Krispies 400g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Nature & Progrès Granola bio 300g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Celnat Muesli bio 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Bio c' Bon Flocons d'avoine 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Danone Céréales Kids 300g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Nestlé Cheerios 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Kellogg's Raisin Bran 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Selgros Flocons d'avoine nature 1kg;01.1.1.4;Céréales pour petit-déjeuner (ND)
Auchan Muesli chocolat & fruits 500g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Carrefour Galettes de riz soufflé 200g;01.1.1.4;Céréales pour petit-déjeuner (ND)
Lidl Granola aux amandes 300g;01.1.1.4;Céréales pour petit-déjeuner (ND)
